UID,bad_flag
Te-143,0.0038781273178756237
Te-144,0.004043606575578451
Te-145,0.0046441820450127125
Te-146,0.004864069167524576
Te-147,0.0017289771931245923
Te-148,0.006700222380459309
Te-149,0.0026112128980457783
Te-150,0.0009480872540734708
Te-151,0.004104801919311285
Te-152,0.0034997682087123394
Te-153,0.0017727804370224476
Te-154,0.8555848598480225
Te-155,0.0023403249215334654
Te-156,0.0019029758404940367
Te-157,0.0011780395871028304
Te-158,0.00198827194981277
Te-159,0.003056763205677271
Te-160,0.006273667793720961
Te-161,0.00022150126460473984
Te-162,0.0019214272033423185
Te-163,0.880222737789154
Te-164,0.011323780752718449
Te-165,0.0008638769504614174
Te-166,0.006077410187572241
Te-167,0.0005182343302294612
Te-168,0.004852584097534418
Te-169,0.7813361883163452
Te-170,0.0012094791745766997
Te-171,0.004309078678488731
Te-172,0.0016893340507522225
Te-173,0.003626730991527438
Te-174,0.0035427475813776255
Te-175,0.35211625695228577
Te-176,0.0004432660061866045
Te-177,0.003557977033779025
Te-178,0.002545246621593833
Te-179,0.001427192590199411
Te-180,0.001950848032720387
Te-181,0.012460966594517231
Te-182,0.00146561861038208
Te-183,0.0006745774298906326
Te-184,0.0009209889685735106
Te-185,0.0003241748781874776
Te-186,0.0024702788796275854
Te-187,0.003161058761179447
Te-188,0.0027856973465532064
Te-189,0.919218897819519
Te-190,0.0017549175536260009
Te-191,0.0025696735829114914
Te-192,0.03266660124063492
Te-193,0.0061582401394844055
Te-194,0.004491486120969057
Te-195,0.9410920143127441
Te-196,0.003371079219505191
Te-197,0.005404943600296974
Te-198,0.000706917722709477
Te-199,0.0011364114470779896
Te-200,0.006593043450266123
Te-201,0.005605067126452923
Te-202,0.004154347348958254
Te-203,0.003092553000897169
Te-204,0.0007221402483992279
Te-205,0.002091536298394203
Te-206,0.0028121713548898697
Te-207,0.0011131857754662633
Te-208,0.0007401041802950203
Te-209,0.0035019423812627792
Te-210,0.0026646838523447514
Te-211,0.0020316075533628464
Te-212,0.006237735506147146
Te-213,0.006046854425221682
Te-214,0.0009901687735691667
Te-215,0.0010361128952354193
Te-216,0.0018292833119630814
Te-217,0.006454942747950554
Te-218,0.0018108745571225882
Te-219,0.01077047549188137
Te-220,0.0021572750993072987
Te-221,0.03285779431462288
Te-222,0.02124406024813652
Te-223,0.0009274631156586111
Te-224,0.0022779915016144514
Te-225,0.0029217111878097057
Te-226,0.0034383931197226048
Te-227,0.0012222566874697804
Te-228,0.0002822740061674267
Te-229,0.0015403133584186435
Te-230,0.011900648474693298
Te-231,0.0041106147691607475
Te-232,0.001988353207707405
Te-233,0.008821563795208931
Te-234,0.9278590083122253
Te-235,0.003948494326323271
Te-236,0.001658845110796392
Te-237,0.004636805970221758
Te-238,0.0015509967925027013
Te-239,0.0027743710670620203
Te-240,0.0005158510175533593
Te-241,0.0033860800322145224
Te-242,0.0020672627724707127
Te-243,0.004423198755830526
Te-244,0.07856840640306473
Te-245,0.001110320445150137
Te-246,0.010188211686909199
Te-247,0.012738133780658245
Te-248,0.023306459188461304
Te-249,0.0024450819473713636
Te-250,0.004206090699881315
Te-251,0.049101874232292175
Te-252,0.00356280873529613
Te-253,0.005442781839519739
Te-254,0.018198104575276375
Te-255,0.004953654482960701
Te-256,0.008193287067115307
Te-257,0.029564430937170982
Te-258,0.005623877514153719
Te-259,0.000965220620855689
Te-260,0.0005698826862499118
Te-261,0.000720864802133292
Te-262,0.008202304132282734
Te-263,0.05306525528430939
Te-264,0.0062690796330571175
Te-265,0.6922426223754883
Te-266,0.003175602527335286
Te-267,0.001876920578069985
Te-268,0.00455864891409874
Te-269,0.9070644378662109
Te-270,0.0016023375792428851
Te-271,0.00593753345310688
Te-272,0.008165033534169197
Te-273,0.006257077679038048
Te-274,0.004692756570875645
Te-275,0.006643988657742739
Te-276,0.003287204774096608
Te-277,0.002076603239402175
Te-278,0.05416390672326088
Te-279,0.010609574615955353
Te-280,0.0017368863336741924
Te-281,0.0002999115386046469
Te-282,0.00969355646520853
Te-283,0.0021075778640806675
Te-284,0.005336448084563017
Te-285,0.0017064508283510804
Te-286,0.0021690765861421824
Te-287,0.30999755859375
Te-288,0.0030567876528948545
Te-289,0.0023744972422719
Te-290,0.0010125228436663747
Te-291,0.003575629321858287
Te-292,0.8526783585548401
Te-293,0.00013840367319062352
Te-294,0.014997860416769981
Te-295,0.006004201713949442
Te-296,0.0025723320432007313
Te-297,0.09889371693134308
Te-298,0.002361033810302615
Te-299,0.006887983530759811
Te-300,0.003345117438584566
Te-301,0.0025973643641918898
Te-302,0.6960423588752747
Te-303,0.0016732128569856286
Te-304,0.003987453877925873
Te-305,0.0030232106801122427
Te-306,0.005201078951358795
Te-307,0.04671686515212059
Te-308,0.006875066552311182
Te-309,0.0008549478370696306
Te-310,0.002859298139810562
Te-311,0.00491728400811553
Te-312,0.0006965757347643375
Te-313,0.0010318249696865678
Te-314,0.8235805034637451
Te-315,0.0009250111179426312
Te-316,0.0025195360649377108
Te-317,0.0011888670269399881
Te-318,0.0027230032719671726
Te-319,0.02691679447889328
Te-320,0.00015849106421228498
Te-321,0.005144690163433552
Te-322,0.0006807359168305993
Te-323,0.0033309715799987316
Te-324,0.012816181406378746
Te-325,0.0014355176826938987
Te-326,0.0017743557691574097
Te-327,0.0023234235122799873
Te-328,0.004491487983614206
Te-329,0.0007153319311328232
Te-330,0.8339999318122864
Te-331,0.003688962198793888
Te-332,0.0024461662396788597
Te-333,0.003222517902031541
Te-334,0.0052127172239124775
Te-335,0.0003403834125492722
Te-336,0.001317964750342071
Te-337,0.0009336992516182363
Te-338,0.2296587973833084
Te-339,0.001059713657014072
Te-340,0.00888392049819231
Te-341,0.0005061421543359756
Te-342,0.003984739072620869
Te-343,0.0018731537275016308
Te-344,0.0006004991591908038
Te-345,0.00792954582720995
Te-346,0.0021708139684051275
Te-347,0.008381210267543793
Te-348,0.0008257609442807734
Te-349,0.003151433076709509
Te-350,0.015706302598118782
Te-351,0.002188161015510559
Te-352,0.003930606413632631
Te-353,0.012015951797366142
Te-354,0.20484495162963867
Te-355,0.037986401468515396
Te-356,0.02913518436253071
Te-357,0.001716552535071969
Te-358,0.5318674445152283
Te-359,0.001504929969087243
Te-360,0.004948153160512447
Te-361,0.7283452153205872
Te-362,0.04815218597650528
Te-363,0.0007886855746619403
Te-364,0.010038110427558422
Te-365,0.006437669973820448
Te-366,0.0022078710608184338
Te-367,0.025919904932379723
Te-368,0.0030448604375123978
Te-369,0.0023636221885681152
Te-370,0.009324409067630768
Te-371,0.0018203224753960967
Te-372,0.04256866127252579
Te-373,0.015681348741054535
Te-374,0.002051996998488903
Te-375,0.0025351750664412975
Te-376,0.0005901460535824299
Te-377,0.0016269711777567863
Te-378,0.009203433059155941
Te-379,0.0006137075833976269
Te-380,0.004929328337311745
Te-381,0.002183504868298769
Te-382,0.0013354008551687002
Te-383,0.0015271584270521998
Te-384,0.007503891363739967
Te-385,0.006041709333658218
Te-386,0.000483298470498994
Te-387,0.0007933064480312169
Te-388,0.012541677802801132
Te-389,0.015436374582350254
Te-390,0.0042686318047344685
Te-391,0.30165791511535645
Te-392,0.012260403484106064
Te-393,0.001250741770491004
Te-394,0.004164980258792639
Te-395,0.0010652854107320309
Te-396,0.004791088867932558
Te-397,0.0010753256501629949
Te-398,0.005549301393330097
Te-399,0.0006122289341874421
Te-400,0.00812291819602251
Te-401,0.020724093541502953
Te-402,0.003352009691298008
Te-403,0.00046497368020936847
Te-404,0.000921679544262588
Te-405,0.004502169322222471
Te-406,0.014695517718791962
Te-407,0.0023310426622629166
Te-408,0.00623374292626977
Te-409,0.003266429528594017
Te-410,0.004756572190672159
Te-411,0.0034750753547996283
Te-412,0.0457666739821434
Te-413,0.5718395709991455
Te-414,0.009904477745294571
Te-415,0.0006696410709992051
Te-416,0.0013387345243245363
Te-417,0.005492591764777899
Te-418,0.08369116485118866
Te-419,0.003655544016510248
Te-420,0.0020991696510463953
Te-421,0.0013881900813430548
Te-422,0.001917074783705175
Te-423,0.002031687879934907
Te-424,0.015527764335274696
Te-425,0.004854640923440456
Te-426,0.0007814290001988411
Te-427,0.00184445281047374
Te-428,0.003341134637594223
Te-429,0.0010747540509328246
Te-430,0.005194171331822872
Te-431,0.0007183415000326931
Te-432,0.0053975689224898815
Te-433,0.026505466550588608
Te-434,0.0012484078761190176
Te-435,0.019599145278334618
Te-436,0.00640201335772872
Te-437,0.0017382254591211677
Te-438,0.03772255405783653
Te-439,0.004348226357251406
Te-440,0.03663255274295807
Te-441,0.0017388957785442472
Te-442,0.0010584046831354499
Te-443,0.001227804459631443
Te-444,0.005599151365458965
Te-445,0.0031981344800442457
Te-446,0.00175349076744169
Te-447,0.002779918722808361
Te-448,0.0024125801865011454
Te-449,0.0013247756287455559
Te-450,0.059218551963567734
Te-451,0.003948674537241459
Te-452,0.021410705521702766
Te-453,0.0692601427435875
Te-454,0.7535250782966614
Te-455,0.0007360840681940317
Te-456,0.000884643814060837
Te-457,0.014381274580955505
Te-458,0.0014596732798963785
Te-459,0.016899434849619865
Te-460,0.0024324869737029076
Te-461,0.003689638338983059
Te-462,0.0027448951732367277
Te-463,0.0010002914350479841
Te-464,0.008892124518752098
Te-465,0.001969574484974146
Te-466,0.0020954899955540895
Te-467,0.005258978344500065
Te-468,0.0033409278839826584
Te-469,0.01628710702061653
Te-470,0.0012652622535824776
Te-471,0.006651772186160088
Te-472,0.004272041842341423
Te-473,0.23887312412261963
Te-474,0.001652593957260251
Te-475,0.007479249965399504
Te-476,0.00430261017754674
Te-477,0.04097510874271393
Te-478,0.0068032932467758656
Te-479,0.006756189279258251
Te-480,0.002078240504488349
Te-481,0.001249701133929193
Te-482,0.0006997681921347976
Te-483,0.0692601427435875
Te-484,0.0692601427435875
Te-485,0.001123854541219771
Te-486,0.31648707389831543
Te-487,0.0026272956747561693
Te-488,0.007739379070699215
Te-489,0.0007345330086536705
Te-490,0.0006345752044580877
Te-491,0.00043407754856161773
Te-492,0.007092347368597984
Te-493,0.00037771137431263924
Te-494,0.007109459489583969
Te-495,0.005154392682015896
Te-496,0.009108355268836021
Te-497,0.04162237048149109
Te-498,0.33291977643966675
Te-499,0.003976020496338606
Te-500,0.05896816775202751
Te-501,0.00315660098567605
Te-502,0.003500002436339855
Te-503,0.00292013818398118
Te-504,0.008465255610644817
Te-505,0.0022501563653349876
Te-506,0.001293285982683301
Te-507,0.003000959986820817
Te-508,0.0016968422569334507
Te-509,0.009491306729614735
Te-510,0.0009823378641158342
Te-511,0.1337582767009735
Te-512,0.004810804966837168
Te-513,0.020572476089000702
Te-514,0.0010828195372596383
Te-515,0.010885505005717278
Te-516,0.010794058442115784
Te-517,0.005366366822272539
Te-518,0.0009476131526753306
Te-519,0.007984708063304424
Te-520,0.00021522073075175285
Te-521,0.000983581063337624
Te-522,0.0010838774032890797
Te-523,0.016464298591017723
Te-524,0.000493570405524224
Te-525,0.007399585098028183
Te-526,0.016800448298454285
Te-527,0.0027974103577435017
Te-528,0.00859779305756092
Te-529,0.0014959813561290503
Te-530,0.004333548713475466
Te-531,0.0032221688888967037
Te-532,0.0024481473956257105
Te-533,0.002411032561212778
Te-534,0.0010661508422344923
Te-535,0.002781144343316555
Te-536,0.002161286072805524
Te-537,0.003563949605450034
Te-538,0.508926510810852
Te-539,0.0042420062236487865
Te-540,0.0007905301754362881
Te-541,0.004882567096501589
Te-542,0.0009976797737181187
Te-543,0.0005246593500487506
Te-544,0.01766877993941307
Te-545,0.1497025340795517
Te-546,0.010184399783611298
Te-547,0.003166611073538661
Te-548,0.002226843498647213
Te-549,0.04269961267709732
Te-550,0.0029388894326984882
Te-551,0.002340931911021471
Te-552,0.0036521346773952246
Te-553,0.006766423583030701
Te-554,0.0016460613114759326
Te-555,0.009530220180749893
Te-556,0.003047611564397812
Te-557,0.0015658545307815075
Te-558,0.002237483626231551
Te-559,0.000414897920563817
Te-560,0.42909714579582214
Te-561,0.5799458622932434
Te-562,0.006451940629631281
Te-563,0.0025188110303133726
Te-564,0.003367325756698847
Te-565,0.00260816584341228
Te-566,0.003705134615302086
Te-567,0.0031983701046556234
Te-568,0.0052652060985565186
Te-569,0.0692601427435875
Te-570,0.0014831848675385118
Te-571,0.006326664239168167
Te-572,0.011179575696587563
Te-573,0.656735360622406
Te-574,0.0028398160357028246
Te-575,0.005039949901401997
Te-576,0.003475127974525094
Te-577,0.003369615413248539
Te-578,0.008057721890509129
Te-579,0.004993022885173559
Te-580,0.008396012708544731
Te-581,0.0018461637664586306
Te-582,0.003994132857769728
Te-583,0.0018872414948418736
Te-584,0.0034591651055961847
Te-585,0.0006696346681565046
Te-586,0.015880072489380836
Te-587,0.08632727712392807
Te-588,0.013291829265654087
Te-589,0.0009522575419396162
Te-590,0.0005676910514011979
Te-591,0.02953142672777176
Te-592,0.08069870620965958
Te-593,0.00707948487251997
Te-594,0.003620481351390481
Te-595,0.0007625275175087154
Te-596,0.0018439737614244223
Te-597,0.066167913377285
Te-598,0.0011541249696165323
Te-599,0.0026346745435148478
Te-600,0.0014494342030957341
Te-601,0.005138328764587641
Te-602,0.0007442743517458439
Te-603,0.0012976538855582476
Te-604,0.002072707749903202
Te-605,0.0005912684137001634
Te-606,0.0015760828973725438
Te-607,0.0035177927929908037
Te-608,0.4425909221172333
Te-609,0.026928948238492012
Te-610,0.01133339386433363
Te-611,0.0051187677308917046
Te-612,0.0005414105835370719
Te-613,0.006755207199603319
Te-614,0.8562631607055664
Te-615,0.003965809941291809
Te-616,0.3665773570537567
Te-617,0.009613514877855778
Te-618,0.001532582100480795
Te-619,0.0692601427435875
Te-620,0.0008242024923674762
Te-621,0.01113823615014553
Te-622,0.00790358241647482
Te-623,0.008851876482367516
Te-624,0.008552639745175838
Te-625,0.008174963295459747
Te-626,0.001482966705225408
Te-627,0.008599239401519299
Te-628,0.00433104345574975
Te-629,0.384231835603714
Te-630,0.001715867081657052
Te-631,0.0007594830822199583
Te-632,0.0006626936374232173
Te-633,0.006333100609481335
Te-634,0.01343868114054203
Te-635,0.013520530425012112
Te-636,0.014390767551958561
Te-637,0.004818764980882406
Te-638,0.0031249450985342264
Te-639,0.005276889074593782
Te-640,0.007298409007489681
Te-641,0.0010633659549057484
Te-642,0.0009576829615980387
Te-643,0.031743261963129044
Te-644,0.005480495747178793
Te-645,0.002291085198521614
Te-646,0.006200921721756458
Te-647,0.0010793199762701988
Te-648,0.0065061491914093494
Te-649,0.013484499417245388
Te-650,0.009784744121134281
Te-651,0.0012192792491987348
Te-652,0.0015563302440568805
Te-653,0.0034738765098154545
Te-654,0.00032141173142008483
Te-655,0.0047334120608866215
Te-656,0.0036145600024610758
Te-657,0.05921397730708122
Te-658,0.03637721762061119
Te-659,0.0028204768896102905
Te-660,0.0052346340380609035
Te-661,0.006048175506293774
Te-662,0.00040945017826743424
Te-663,0.004542102105915546
Te-664,0.037986401468515396
Te-665,0.007878465577960014
Te-666,0.0031788174528628588
Te-667,0.008677651174366474
Te-668,0.006996847689151764
Te-669,0.001077237888239324
Te-670,0.0003420741995796561
Te-671,0.0017431230517104268
Te-672,0.0014417326310649514
Te-673,0.020634852349758148
Te-674,0.0015158620662987232
Te-675,0.002348292386159301
Te-676,0.005525882821530104
Te-677,0.010270933620631695
Te-678,0.004629188682883978
Te-679,0.0025918581523001194
Te-680,0.005462452303618193
Te-681,0.0016468717949464917
Te-682,0.0007733396487310529
Te-683,0.004377040546387434
Te-684,0.0035372490528970957
Te-685,0.004503379575908184
Te-686,0.0025602970272302628
Te-687,0.004052590113133192
Te-688,0.00698139937594533
Te-689,0.010418849997222424
Te-690,0.005264454521238804
Te-691,0.005205371417105198
Te-692,0.0011220723390579224
Te-693,0.0011268336093053222
Te-694,0.1576482355594635
Te-695,0.2651028037071228
Te-696,0.0692601427435875
Te-697,0.00020647994824685156
Te-698,0.0007235007360577583
Te-699,0.024722568690776825
Te-700,0.0037028524093329906
Te-701,0.0017336788587272167
Te-702,0.0059756264090538025
Te-703,0.0009652862208895385
Te-704,0.0005275885341688991
Te-705,0.01535722054541111
Te-706,0.030638165771961212
Te-707,0.08999742567539215
Te-708,0.0007706694887019694
Te-709,0.002682689344510436
Te-710,0.0019129589200019836
Te-711,0.0009238674538210034
Te-712,0.007238185498863459
Te-713,0.6921964883804321
Te-714,0.0022877566516399384
Te-715,0.0017223998438566923
Te-716,0.0009833823423832655
Te-717,0.23101522028446198
Te-718,0.024362435564398766
Te-719,0.0018231007270514965
Te-720,0.001991481054574251
Te-721,0.004656705539673567
Te-722,0.006666988134384155
Te-723,0.023960869759321213
Te-724,0.014110323041677475
Te-725,0.016020825132727623
Te-726,0.010582045651972294
Te-727,0.006930776406079531
Te-728,0.006387833971530199
Te-729,0.045209549367427826
Te-730,0.022296881303191185
Te-731,0.004372662864625454
Te-732,0.0076613170094788074
Te-733,0.4728374779224396
Te-734,0.002260445151478052
Te-735,0.0026038922369480133
Te-736,0.024357538670301437
Te-737,0.7566047310829163
Te-738,0.0015286883572116494
Te-739,0.002544763730838895
Te-740,0.003893705550581217
Te-741,0.01720312424004078
Te-742,0.013248628936707973
Te-743,0.0009597702301107347
Te-744,0.003516176715493202
Te-745,0.007234301418066025
Te-746,0.000997544382698834
Te-747,0.0035840212367475033
Te-748,0.009931137785315514
Te-749,0.08814630657434464
Te-750,0.8576803803443909
Te-751,0.003888888983055949
Te-752,0.00421246699988842
Te-753,0.0013427261728793383
Te-754,0.00934524554759264
Te-755,0.7532858848571777
Te-756,0.005136752035468817
Te-757,0.0352042131125927
Te-758,0.37926578521728516
Te-759,0.003182170446962118
Te-760,0.43829864263534546
Te-761,0.0009091187384910882
Te-762,0.012114747427403927
Te-763,0.007207013666629791
Te-764,0.001631965977139771
Te-765,0.002385261468589306
Te-766,0.0014726683730259538
Te-767,0.000934341864194721
Te-768,0.009861340746283531
Te-769,0.0015469277277588844
Te-770,0.0017805726965889335
Te-771,0.00039171826210804284
Te-772,0.0013620153767988086
Te-773,0.01729246787726879
Te-774,0.005222005303949118
Te-775,0.0011279720347374678
Te-776,0.0025331287179142237
Te-777,0.0020497923251241446
Te-778,0.0007871335837990046
Te-779,0.0013098344206809998
Te-780,0.7547942399978638
Te-781,0.0025922132190316916
Te-782,0.00706806406378746
Te-783,0.0003968170494772494
Te-784,0.002741261152550578
Te-785,0.0020483063999563456
Te-786,0.002438121708109975
Te-787,0.001934876898303628
Te-788,0.005020573269575834
Te-789,0.0019721866119652987
Te-790,0.002666936721652746
Te-791,0.0052000307478010654
Te-792,0.037986401468515396
Te-793,0.0033258514013141394
Te-794,0.004070665687322617
Te-795,0.0030384506098926067
Te-796,0.0050291633233428
Te-797,0.0005969502963125706
Te-798,0.11441393196582794
Te-799,0.011364580132067204
Te-800,0.0005684496718458831
Te-801,0.0020142816938459873
Te-802,0.46434304118156433
Te-803,0.017788803204894066
Te-804,0.0012197323376312852
Te-805,0.014239522628486156
Te-806,0.019696258008480072
Te-807,0.2548075020313263
Te-808,0.002666311338543892
Te-809,0.0032138496171683073
Te-810,0.0014959152322262526
Te-811,0.0006371529889293015
Te-812,0.7938933372497559
Te-813,0.0021680323407053947
Te-814,0.0020801390055567026
Te-815,0.021056951954960823
Te-816,0.022725163027644157
Te-817,0.5699260234832764
Te-818,0.002553650876507163
Te-819,0.0015295009361580014
Te-820,0.004301687236875296
Te-821,0.0007594972266815603
Te-822,0.00173522112891078
Te-823,0.007567774038761854
Te-824,0.020769210532307625
Te-825,0.0014876036439090967
Te-826,0.006903004366904497
Te-827,0.008252820000052452
Te-828,0.0017216025153174996
Te-829,0.001613331725820899
Te-830,0.006190701853483915
Te-831,0.001981833018362522
Te-832,0.007025404367595911
Te-833,0.016867119818925858
Te-834,0.001638342160731554
Te-835,0.7733144164085388
Te-836,0.355120450258255
Te-837,0.0042525390163064
Te-838,0.007352529559284449
Te-839,0.009108897298574448
Te-840,0.8564688563346863
Te-841,0.0014757236931473017
Te-842,0.002505494048818946
Te-843,0.008836953900754452
Te-844,0.0007956726476550102
Te-845,0.0030846581794321537
Te-846,0.0022546774707734585
Te-847,0.0037346412427723408
Te-848,0.011368588544428349
Te-849,0.002767121884971857
Te-850,0.0010216403752565384
Te-851,0.0020208777859807014
Te-852,0.001526534091681242
Te-853,0.006022640038281679
Te-854,0.0019257069798186421
Te-855,0.004551589954644442
Te-856,0.008650930598378181
Te-857,0.001011723536066711
Te-858,0.001715259626507759
Te-859,0.009812907315790653
Te-860,0.013098887167870998
Te-861,0.010191155597567558
Te-862,0.011155701242387295
Te-863,0.0012216792674735188
Te-864,0.009254874661564827
Te-865,0.0021607319358736277
Te-866,0.0007170255994424224
Te-867,0.01170588843524456
Te-868,0.004627875052392483
Te-869,0.0008284192881546915
Te-870,0.016328489407896996
Te-871,0.005364077165722847
Te-872,0.005403249524533749
Te-873,0.0034191422164440155
Te-874,0.006244120188057423
Te-875,0.00933467410504818
Te-876,0.0032597912941128016
Te-877,0.00694485055282712
Te-878,0.0022723241709172726
Te-879,0.03458314388990402
Te-880,0.0003879237046930939
Te-881,0.001000087009742856
Te-882,0.0018146001966670156
Te-883,0.004195879679173231
Te-884,0.003900372888892889
Te-885,0.02099740132689476
Te-886,0.018469274044036865
Te-887,0.0007156947394832969
Te-888,0.001526271691545844
Te-889,0.7856922149658203
Te-890,0.5605015158653259
Te-891,0.0020035658963024616
Te-892,0.0019715202506631613
Te-893,0.00976195652037859
Te-894,0.005595433060079813
Te-895,0.0046702600084245205
Te-896,0.0018412040080875158
Te-897,0.005126875825226307
Te-898,0.006287583615630865
Te-899,0.0003864461905322969
Te-900,0.0054109711199998856
Te-901,0.05434569716453552
Te-902,0.0019742664881050587
Te-903,0.004814303945749998
Te-904,0.003593937261030078
Te-905,0.010898050852119923
Te-906,0.0015049350913614035
Te-907,0.0008741510682739317
Te-908,0.04139956459403038
Te-909,0.0029060288798063993
Te-910,0.00018927492783404887
Te-911,0.002980263205245137
Te-912,0.0019371085800230503
Te-913,0.003686083946377039
Te-914,0.0009566132794134319
Te-915,0.011070344597101212
Te-916,0.0692601427435875
Te-917,0.005871461238712072
Te-918,0.012578888796269894
Te-919,0.0050958856008946896
Te-920,0.005851197522133589
Te-921,0.0014683414483442903
Te-922,0.002286663046106696
Te-923,0.0007989187142811716
Te-924,0.0020059929229319096
Te-925,0.0011306066298857331
Te-926,0.003295864909887314
Te-927,0.0026357420720160007
Te-928,0.041038624942302704
Te-929,0.0014660374727100134
Te-930,0.000571979908272624
Te-931,0.8994231820106506
Te-932,0.03891995549201965
Te-933,0.0033172827679663897
Te-934,0.006670573726296425
Te-935,0.009766973555088043
Te-936,0.008349984884262085
Te-937,0.012646556831896305
Te-938,0.0036462380085140467
Te-939,0.000941453268751502
Te-940,0.0034226973075419664
Te-941,0.004595617298036814
Te-942,0.0007728894706815481
Te-943,0.009985106997191906
Te-944,0.00043873803224414587
Te-945,0.005242734681814909
Te-946,0.005762565415352583
Te-947,0.0014164269668981433
Te-948,0.0008696963195689023
Te-949,0.002193629276007414
Te-950,0.00730962585657835
Te-951,0.002629700815305114
Te-952,0.017171083018183708
Te-953,0.00611195620149374
Te-954,0.004488593433052301
Te-955,0.015390640124678612
Te-956,0.01006600633263588
Te-957,0.0026380144990980625
Te-958,0.01265310775488615
Te-959,0.004212311003357172
Te-960,0.005599794443696737
Te-961,0.025777706876397133
Te-962,0.0025683932472020388
Te-963,0.0009825639426708221
Te-964,0.001376937609165907
Te-965,0.007077695801854134
Te-966,0.003424677299335599
Te-967,0.004335121251642704
Te-968,0.0005784373497590423
Te-969,0.0024892904330044985
Te-970,0.013565008528530598
Te-971,0.0014099569525569677
Te-972,0.005366649944335222
